group,signal,kind,left,right,rows,flight_weight
KSTL/train,raw,cross_m,19900.0,20000.0,30,0.12387966693131602
KSTL/train,raw,cross_m,20000.0,20100.0,38,0.15530418095568166
KSTL/train,raw,cross_m,20100.0,20200.0,33,0.14038349055590515
KSTL/train,raw,cross_m,20200.0,20300.0,31,0.12439483770504012
KSTL/train,raw,cross_m,20300.0,20400.0,33,0.13691300684968155
KSTL/train,raw,cross_m,20400.0,20500.0,31,0.1307681579319251
KSTL/train,raw,cross_m,20500.0,20600.0,33,0.1335772490601812
KSTL/train,raw,cross_m,20600.0,20700.0,28,0.12156768574732268
KSTL/train,raw,cross_m,20700.0,20800.0,26,0.11220057178252318
KSTL/train,raw,cross_m,20800.0,20900.0,31,0.12550901630584121
KSTL/train,raw,cross_m,20900.0,21000.0,24,0.10810784366367443
KSTL/train,raw,cross_m,21000.0,21100.0,25,0.10553391096709674
KSTL/train,raw,cross_m,21100.0,21200.0,29,0.1260995198999808
KSTL/train,raw,cross_m,21200.0,21300.0,23,0.0996916431668069
KSTL/train,raw,cross_m,21300.0,21400.0,26,0.10926355427454837
KSTL/train,raw,cross_m,21400.0,21500.0,25,0.10731143043904012
KSTL/train,raw,cross_m,21500.0,21600.0,21,0.09091100033492694
KSTL/train,raw,cross_m,21600.0,21700.0,23,0.09441726511067827
KSTL/train,raw,cross_m,21700.0,21800.0,26,0.11150020018067153
KSTL/train,raw,cross_m,21800.0,21900.0,20,0.08117489595588268
KSTL/train,raw,cross_m,21900.0,22000.0,23,0.10044204595214978
KSTL/train,raw,cross_m,22000.0,22100.0,21,0.08529646114220668
KSTL/train,raw,cross_m,22100.0,22200.0,20,0.0875756746972911
KSTL/train,raw,cross_m,22200.0,22300.0,23,0.09680167106125737
KSTL/train,raw,cross_m,22300.0,22400.0,16,0.0666366034101884
KSTL/train,raw,cross_m,22400.0,22500.0,28,0.12085800807017222
KSTL/train,raw,cross_m,22500.0,22600.0,16,0.0657336241683879
KSTL/train,raw,cross_m,22600.0,22700.0,25,0.10941628697673877
KSTL/train,raw,cross_m,22700.0,22800.0,16,0.06491550335340435
KSTL/train,raw,cross_m,22800.0,22900.0,17,0.07132682497376663
KSTL/train,raw,cross_m,22900.0,23000.0,12,0.04920961985953909
KSTL/train,raw,cross_m,23000.0,23100.0,11,0.04917390958416945
KSTL/train,raw,cross_m,23100.0,23200.0,16,0.07021318715487723
KSTL/train,raw,cross_m,23200.0,23300.0,10,0.04132156839114032
KSTL/train,raw,cross_m,23300.0,23400.0,12,0.05480541699216701
KSTL/train,raw,cross_m,23400.0,23500.0,10,0.04436074361001374
KSTL/train,raw,cross_m,23500.0,23600.0,10,0.0404741050733719
KSTL/train,raw,cross_m,23600.0,23700.0,7,0.03206094804681925
KSTL/train,raw,cross_m,23700.0,23800.0,13,0.055088662693378865
KSTL/train,raw,cross_m,23800.0,23900.0,7,0.03045386961184704
KSTL/train,raw,cross_m,23900.0,24000.0,8,0.036720633238473965
KSTL/train,raw,cross_m,24000.0,24100.0,11,0.043528465913368564
KSTL/train,raw,cross_m,24100.0,24200.0,3,0.013395808662608033
KSTL/train,raw,cross_m,24200.0,24300.0,7,0.03207056331393687
KSTL/train,raw,cross_m,24300.0,24400.0,9,0.03771921051247773
KSTL/train,raw,cross_m,24400.0,24500.0,5,0.023242859100719215
KSTL/train,raw,cross_m,24500.0,24600.0,5,0.023364393849078624
KSTL/train,raw,cross_m,24600.0,24700.0,6,0.023031317605273216
KSTL/train,raw,cross_m,24700.0,24800.0,6,0.028099834134081902
KSTL/train,raw,cross_m,24800.0,24900.0,4,0.017231659015124023
KSTL/train,raw,cross_m,24900.0,25000.0,6,0.024547997723857407
KSTL/train,raw,cross_m,25000.0,25100.0,3,0.013566020043981553
KSTL/train,raw,cross_m,25100.0,25200.0,1,0.0046082949311312404
KSTL/train,raw,cross_m,25200.0,25300.0,4,0.01634154053772363
KSTL/train,raw,cross_m,25300.0,25400.0,0,0.0
KSTL/train,raw,cross_m,25400.0,25500.0,2,0.0092379245606935
KSTL/train,raw,cross_m,25500.0,25600.0,0,0.0
KSTL/train,raw,cross_m,25600.0,25700.0,0,0.0
KSTL/train,raw,cross_m,25700.0,25800.0,0,0.0
KSTL/train,raw,cross_m,25800.0,25900.0,0,0.0
KSTL/train,raw,cross_m,25900.0,26000.0,0,0.0
KSTL/train,raw,cross_m,26000.0,26100.0,0,0.0
KSTL/train,raw,cross_m,26100.0,26200.0,0,0.0
KSTL/train,raw,cross_m,26200.0,26300.0,0,0.0
KSTL/train,raw,cross_m,26300.0,26400.0,0,0.0
KSTL/train,raw,cross_m,26400.0,26500.0,0,0.0
KSTL/train,raw,cross_m,26500.0,26600.0,0,0.0
KSTL/train,raw,cross_m,26600.0,26700.0,0,0.0
KSTL/train,raw,cross_m,26700.0,26800.0,0,0.0
KSTL/train,raw,cross_m,26800.0,26900.0,0,0.0
KSTL/train,raw,cross_m,26900.0,27000.0,0,0.0
KSTL/train,raw,cross_m,27000.0,27100.0,0,0.0
KSTL/train,raw,cross_m,27100.0,27200.0,0,0.0
KSTL/train,raw,cross_m,27200.0,27300.0,0,0.0
KSTL/train,raw,cross_m,27300.0,27400.0,0,0.0
KSTL/train,raw,cross_m,27400.0,27500.0,0,0.0
KSTL/train,raw,cross_m,27500.0,27600.0,0,0.0
KSTL/train,raw,cross_m,27600.0,27700.0,0,0.0
KSTL/train,raw,cross_m,27700.0,27800.0,0,0.0
KSTL/train,raw,cross_m,27800.0,27900.0,0,0.0
KSTL/train,raw,cross_m,27900.0,28000.0,0,0.0
KSTL/train,raw,cross_m,28000.0,28100.0,0,0.0
KSTL/train,raw,cross_m,28100.0,28200.0,0,0.0
KSTL/train,raw,cross_m,28200.0,28300.0,0,0.0
KSTL/train,raw,cross_m,28300.0,28400.0,0,0.0
KSTL/train,raw,cross_m,28400.0,28500.0,0,0.0
KSTL/train,raw,cross_m,28500.0,28600.0,0,0.0
KSTL/train,raw,cross_m,28600.0,28700.0,0,0.0
KSTL/train,raw,cross_m,28700.0,28800.0,0,0.0
KSTL/train,raw,cross_m,28800.0,28900.0,0,0.0
KSTL/train,raw,cross_m,28900.0,29000.0,0,0.0
KSTL/train,raw,cross_m,29000.0,29100.0,0,0.0
KSTL/train,raw,cross_m,29100.0,29200.0,0,0.0
KSTL/train,raw,cross_m,29200.0,29300.0,0,0.0
KSTL/train,raw,cross_m,29300.0,29400.0,0,0.0
KSTL/train,raw,cross_m,29400.0,29500.0,0,0.0
KSTL/train,raw,cross_m,29500.0,29600.0,0,0.0
KSTL/train,raw,cross_m,29600.0,29700.0,0,0.0
KSTL/train,raw,cross_m,29700.0,29800.0,0,0.0
KSTL/train,raw,cross_m,29800.0,29900.0,0,0.0
KSTL/train,raw,cross_m,29900.0,30000.0,0,0.0
KSTL/train,read,heading_deg,-180.0,-178.0,78569,271.9504345142147
KSTL/train,read,heading_deg,-178.0,-176.0,11292,38.77986403167222
KSTL/train,read,heading_deg,-176.0,-174.0,2987,10.52612507360908
KSTL/train,read,heading_deg,-174.0,-172.0,2236,7.986879087419936
KSTL/train,read,heading_deg,-172.0,-170.0,2116,7.582445627101549
KSTL/train,read,heading_deg,-170.0,-168.0,2647,9.490356310890888
KSTL/train,read,heading_deg,-168.0,-166.0,2010,7.2773177564979505
KSTL/train,read,heading_deg,-166.0,-164.0,2137,7.664706549200275
KSTL/train,read,heading_deg,-164.0,-162.0,1497,5.455848130647269
KSTL/train,read,heading_deg,-162.0,-160.0,1623,5.905886768010475
KSTL/train,read,heading_deg,-160.0,-158.0,1868,6.957447255849786
KSTL/train,read,heading_deg,-158.0,-156.0,1916,7.110857890644297
KSTL/train,read,heading_deg,-156.0,-154.0,1720,6.327892783100879
KSTL/train,read,heading_deg,-154.0,-152.0,1710,6.276044232424567
KSTL/train,read,heading_deg,-152.0,-150.0,1834,6.659058743056107
KSTL/train,read,heading_deg,-150.0,-148.0,2281,8.494496158225445
KSTL/train,read,heading_deg,-148.0,-146.0,2657,9.937958364393864
KSTL/train,read,heading_deg,-146.0,-144.0,14530,54.089572479872174
KSTL/train,read,heading_deg,-144.0,-142.0,1912,7.17404452905464
KSTL/train,read,heading_deg,-142.0,-140.0,1316,5.048129607475062
KSTL/train,read,heading_deg,-140.0,-138.0,1275,4.841798301351673
KSTL/train,read,heading_deg,-138.0,-136.0,1198,4.4656739441952595
KSTL/train,read,heading_deg,-136.0,-134.0,1046,3.8319376942119447
KSTL/train,read,heading_deg,-134.0,-132.0,1065,3.8353636049662327
KSTL/train,read,heading_deg,-132.0,-130.0,1164,4.228422377330958
KSTL/train,read,heading_deg,-130.0,-128.0,1466,5.4341438157034645
KSTL/train,read,heading_deg,-128.0,-126.0,2493,9.138354747451785
KSTL/train,read,heading_deg,-126.0,-124.0,15732,55.313621850408595
KSTL/train,read,heading_deg,-124.0,-122.0,662,2.4910956101607553
KSTL/train,read,heading_deg,-122.0,-120.0,617,2.3075305628052547
KSTL/train,read,heading_deg,-120.0,-118.0,694,2.7760149533805816
KSTL/train,read,heading_deg,-118.0,-116.0,616,2.310003649396549
KSTL/train,read,heading_deg,-116.0,-114.0,670,2.4944591769453837
KSTL/train,read,heading_deg,-114.0,-112.0,594,2.205579200773741
KSTL/train,read,heading_deg,-112.0,-110.0,695,2.6066912674519926
KSTL/train,read,heading_deg,-110.0,-108.0,766,2.92577525842637
KSTL/train,read,heading_deg,-108.0,-106.0,814,3.061019333715535
KSTL/train,read,heading_deg,-106.0,-104.0,804,3.185462176061833
KSTL/train,read,heading_deg,-104.0,-102.0,901,3.5645792755512957
KSTL/train,read,heading_deg,-102.0,-100.0,849,3.231283391840634
KSTL/train,read,heading_deg,-100.0,-98.0,1112,4.371068023141788
KSTL/train,read,heading_deg,-98.0,-96.0,1110,4.339585298979387
KSTL/train,read,heading_deg,-96.0,-94.0,1202,4.614925364070132
KSTL/train,read,heading_deg,-94.0,-92.0,1719,6.385858082788332
KSTL/train,read,heading_deg,-92.0,-90.0,2931,10.640205165760563
KSTL/train,read,heading_deg,-90.0,-88.0,4486,16.68487385012395
KSTL/train,read,heading_deg,-88.0,-86.0,4174,15.738189974314878
KSTL/train,read,heading_deg,-86.0,-84.0,2778,10.557078787851651
KSTL/train,read,heading_deg,-84.0,-82.0,1550,5.928536735134799
KSTL/train,read,heading_deg,-82.0,-80.0,1235,5.141256783796848
KSTL/train,read,heading_deg,-80.0,-78.0,1066,4.539266914243967
KSTL/train,read,heading_deg,-78.0,-76.0,839,3.332671356626065
KSTL/train,read,heading_deg,-76.0,-74.0,860,3.471685335289294
KSTL/train,read,heading_deg,-74.0,-72.0,815,3.239769819544108
KSTL/train,read,heading_deg,-72.0,-70.0,833,3.4252002196989224
KSTL/train,read,heading_deg,-70.0,-68.0,831,3.2638269103154016
KSTL/train,read,heading_deg,-68.0,-66.0,818,3.254896499902884
KSTL/train,read,heading_deg,-66.0,-64.0,958,4.023643992735629
KSTL/train,read,heading_deg,-64.0,-62.0,838,3.3188281799291417
KSTL/train,read,heading_deg,-62.0,-60.0,1116,4.636676082753752
KSTL/train,read,heading_deg,-60.0,-58.0,1124,5.0151049767411
KSTL/train,read,heading_deg,-58.0,-56.0,1245,5.2694724561860085
KSTL/train,read,heading_deg,-56.0,-54.0,1400,6.278137182652017
KSTL/train,read,heading_deg,-54.0,-52.0,1192,5.277363610704015
KSTL/train,read,heading_deg,-52.0,-50.0,1313,5.724522048119525
KSTL/train,read,heading_deg,-50.0,-48.0,2584,14.811095758670945
KSTL/train,read,heading_deg,-48.0,-46.0,5785,39.3284909172246
KSTL/train,read,heading_deg,-46.0,-44.0,3088,19.31135584505796
KSTL/train,read,heading_deg,-44.0,-42.0,3097,19.538539433124015
KSTL/train,read,heading_deg,-42.0,-40.0,2705,16.574429212024825
KSTL/train,read,heading_deg,-40.0,-38.0,2103,11.951800208397344
KSTL/train,read,heading_deg,-38.0,-36.0,2037,11.241719453689939
KSTL/train,read,heading_deg,-36.0,-34.0,2204,11.650081627297027
KSTL/train,read,heading_deg,-34.0,-32.0,2584,14.585716056199885
KSTL/train,read,heading_deg,-32.0,-30.0,3414,19.225676394924903
KSTL/train,read,heading_deg,-30.0,-28.0,4040,23.3321841930823
KSTL/train,read,heading_deg,-28.0,-26.0,4909,30.496446014196977
KSTL/train,read,heading_deg,-26.0,-24.0,5088,32.542250748692595
KSTL/train,read,heading_deg,-24.0,-22.0,3819,23.5108552311699
KSTL/train,read,heading_deg,-22.0,-20.0,2809,16.46212182275076
KSTL/train,read,heading_deg,-20.0,-18.0,2546,14.030858448758863
KSTL/train,read,heading_deg,-18.0,-16.0,2862,16.423788127509397
KSTL/train,read,heading_deg,-16.0,-14.0,2651,14.798898752582545
KSTL/train,read,heading_deg,-14.0,-12.0,2674,15.248578615729457
KSTL/train,read,heading_deg,-12.0,-10.0,2641,14.51583319188353
KSTL/train,read,heading_deg,-10.0,-8.0,2764,15.376504864865183
KSTL/train,read,heading_deg,-8.0,-6.0,3313,18.192139011645395
KSTL/train,read,heading_deg,-6.0,-4.0,4702,26.215421506748953
KSTL/train,read,heading_deg,-4.0,-2.0,10212,60.366435439658744
KSTL/train,read,heading_deg,-2.0,0.0,348045,2086.444132604503
KSTL/train,read,heading_deg,0.0,2.0,85085,491.65393100710617
KSTL/train,read,heading_deg,2.0,4.0,7067,40.93854060342619
KSTL/train,read,heading_deg,4.0,6.0,3706,21.099376044967812
KSTL/train,read,heading_deg,6.0,8.0,2727,15.541974687561378
KSTL/train,read,heading_deg,8.0,10.0,2343,13.023055590229887
KSTL/train,read,heading_deg,10.0,12.0,2050,11.57832651394665
KSTL/train,read,heading_deg,12.0,14.0,1920,10.622728968613046
KSTL/train,read,heading_deg,14.0,16.0,2095,11.690091150058834
KSTL/train,read,heading_deg,16.0,18.0,2100,12.016124712856254
KSTL/train,read,heading_deg,18.0,20.0,1963,10.915866935460144
KSTL/train,read,heading_deg,20.0,22.0,2337,13.421424486668911
KSTL/train,read,heading_deg,22.0,24.0,2200,12.9750229655574
KSTL/train,read,heading_deg,24.0,26.0,2272,13.280303670169815
KSTL/train,read,heading_deg,26.0,28.0,2601,15.659693714178502
KSTL/train,read,heading_deg,28.0,30.0,2920,17.09573696937605
KSTL/train,read,heading_deg,30.0,32.0,4580,26.795348696402925
KSTL/train,read,heading_deg,32.0,34.0,6242,37.39721517303724
KSTL/train,read,heading_deg,34.0,36.0,4935,29.730931338072878
KSTL/train,read,heading_deg,36.0,38.0,3687,21.507191766513643
KSTL/train,read,heading_deg,38.0,40.0,4592,28.855184361666034
KSTL/train,read,heading_deg,40.0,42.0,2829,16.56514421810516
KSTL/train,read,heading_deg,42.0,44.0,3248,20.073474143616295
KSTL/train,read,heading_deg,44.0,46.0,3049,18.551383726735367
KSTL/train,read,heading_deg,46.0,48.0,3903,24.858153659762138
KSTL/train,read,heading_deg,48.0,50.0,2719,16.602959026026838
KSTL/train,read,heading_deg,50.0,52.0,1876,11.13720406617631
KSTL/train,read,heading_deg,52.0,54.0,2043,12.764347445467138
KSTL/train,read,heading_deg,54.0,56.0,1472,8.438453853506871
KSTL/train,read,heading_deg,56.0,58.0,1337,7.568961051988481
KSTL/train,read,heading_deg,58.0,60.0,1381,7.78693445697445
KSTL/train,read,heading_deg,60.0,62.0,1305,7.024280006152367
KSTL/train,read,heading_deg,62.0,64.0,1749,10.309914239758655
KSTL/train,read,heading_deg,64.0,66.0,1688,10.034073547848493
KSTL/train,read,heading_deg,66.0,68.0,1746,10.332447892483287
KSTL/train,read,heading_deg,68.0,70.0,1322,7.145863022983576
KSTL/train,read,heading_deg,70.0,72.0,788,3.4151167128966335
KSTL/train,read,heading_deg,72.0,74.0,758,3.4912286473490894
KSTL/train,read,heading_deg,74.0,76.0,631,2.4775229802398826
KSTL/train,read,heading_deg,76.0,78.0,652,2.51034768712816
KSTL/train,read,heading_deg,78.0,80.0,615,2.472041636134236
KSTL/train,read,heading_deg,80.0,82.0,820,3.4217794144815343
KSTL/train,read,heading_deg,82.0,84.0,827,3.6159724401295534
KSTL/train,read,heading_deg,84.0,86.0,781,3.029918043298494
KSTL/train,read,heading_deg,86.0,88.0,1173,5.0325846995147
KSTL/train,read,heading_deg,88.0,90.0,1365,5.304195210013859
KSTL/train,read,heading_deg,90.0,92.0,2201,8.832492951203676
KSTL/train,read,heading_deg,92.0,94.0,2690,9.639289579271463
KSTL/train,read,heading_deg,94.0,96.0,2315,8.25782068218723
KSTL/train,read,heading_deg,96.0,98.0,1784,6.575965153047036
KSTL/train,read,heading_deg,98.0,100.0,1025,3.648557831847029
KSTL/train,read,heading_deg,100.0,102.0,896,3.2832666993163
KSTL/train,read,heading_deg,102.0,104.0,709,2.5920579403364172
KSTL/train,read,heading_deg,104.0,106.0,616,2.29563066618266
KSTL/train,read,heading_deg,106.0,108.0,546,1.948126902471813
KSTL/train,read,heading_deg,108.0,110.0,616,2.218262517216317
KSTL/train,read,heading_deg,110.0,112.0,526,1.9242827557327473
KSTL/train,read,heading_deg,112.0,114.0,519,1.8504430000557477
KSTL/train,read,heading_deg,114.0,116.0,501,1.75753556122163
KSTL/train,read,heading_deg,116.0,118.0,550,1.999461274776877
KSTL/train,read,heading_deg,118.0,120.0,641,2.4667287145539376
KSTL/train,read,heading_deg,120.0,122.0,607,2.307401108560043
KSTL/train,read,heading_deg,122.0,124.0,784,3.0047398585566043
KSTL/train,read,heading_deg,124.0,126.0,618,2.3519126962873997
KSTL/train,read,heading_deg,126.0,128.0,583,2.142393046225152
KSTL/train,read,heading_deg,128.0,130.0,525,1.8668255315769784
KSTL/train,read,heading_deg,130.0,132.0,600,2.1087020543109247
KSTL/train,read,heading_deg,132.0,134.0,621,2.3369311001952155
KSTL/train,read,heading_deg,134.0,136.0,557,1.9580622432349628
KSTL/train,read,heading_deg,136.0,138.0,500,1.7281718809890663
KSTL/train,read,heading_deg,138.0,140.0,819,3.1227932193751258
KSTL/train,read,heading_deg,140.0,142.0,588,2.0933911643242027
KSTL/train,read,heading_deg,142.0,144.0,580,2.0786090306828555
KSTL/train,read,heading_deg,144.0,146.0,23658,81.93631152951548
KSTL/train,read,heading_deg,146.0,148.0,6890,23.87301140240197
KSTL/train,read,heading_deg,148.0,150.0,1564,5.465423010700761
KSTL/train,read,heading_deg,150.0,152.0,1520,5.511893787964254
KSTL/train,read,heading_deg,152.0,154.0,1220,4.26199577288844
KSTL/train,read,heading_deg,154.0,156.0,1075,3.7586542150284004
KSTL/train,read,heading_deg,156.0,158.0,1603,5.526735714979623
KSTL/train,read,heading_deg,158.0,160.0,1971,7.01055081731829
KSTL/train,read,heading_deg,160.0,162.0,1718,6.05233709593449
KSTL/train,read,heading_deg,162.0,164.0,1415,4.9490475681395765
KSTL/train,read,heading_deg,164.0,166.0,1555,5.47230089990353
KSTL/train,read,heading_deg,166.0,168.0,1452,5.0902438227094535
KSTL/train,read,heading_deg,168.0,170.0,1888,6.49185898833457
KSTL/train,read,heading_deg,170.0,172.0,2069,7.140857153171055
KSTL/train,read,heading_deg,172.0,174.0,2173,7.406701862997579
KSTL/train,read,heading_deg,174.0,176.0,2553,8.791591687875552
KSTL/train,read,heading_deg,176.0,178.0,3257,11.23610544015446
KSTL/train,read,heading_deg,178.0,180.0,69895,248.27997966427574
KSTL/train,read,speed_mps,30.0,32.0,0,0.0
KSTL/train,read,speed_mps,32.0,34.0,0,0.0
KSTL/train,read,speed_mps,34.0,36.0,0,0.0
KSTL/train,read,speed_mps,36.0,38.0,0,0.0
KSTL/train,read,speed_mps,38.0,40.0,0,0.0
KSTL/train,read,speed_mps,40.0,42.0,0,0.0
KSTL/train,read,speed_mps,42.0,44.0,0,0.0
KSTL/train,read,speed_mps,44.0,46.0,0,0.0
KSTL/train,read,speed_mps,46.0,48.0,0,0.0
KSTL/train,read,speed_mps,48.0,50.0,0,0.0
KSTL/train,read,speed_mps,50.0,52.0,0,0.0
KSTL/train,read,speed_mps,52.0,54.0,36,0.1892676234698184
KSTL/train,read,speed_mps,54.0,56.0,101,0.4588270296709228
KSTL/train,read,speed_mps,56.0,58.0,592,2.8199548967639156
KSTL/train,read,speed_mps,58.0,60.0,1293,6.586995017531174
KSTL/train,read,speed_mps,60.0,62.0,3346,17.65660904927485
KSTL/train,read,speed_mps,62.0,64.0,8020,40.32342535982342
KSTL/train,read,speed_mps,64.0,66.0,14554,75.09176220659265
KSTL/train,read,speed_mps,66.0,68.0,21518,112.37315707599137
KSTL/train,read,speed_mps,68.0,70.0,29346,160.31829732978707
KSTL/train,read,speed_mps,70.0,72.0,35386,196.3257451265966
KSTL/train,read,speed_mps,72.0,74.0,37387,214.48652467409522
KSTL/train,read,speed_mps,74.0,76.0,38453,223.62413204016616
KSTL/train,read,speed_mps,76.0,78.0,35836,207.27806850628963
KSTL/train,read,speed_mps,78.0,80.0,31573,182.74251714724414
KSTL/train,read,speed_mps,80.0,82.0,28254,163.90709236264934
KSTL/train,read,speed_mps,82.0,84.0,24395,139.8488515933916
KSTL/train,read,speed_mps,84.0,86.0,21994,122.93126708757268
KSTL/train,read,speed_mps,86.0,88.0,23275,129.33841038778633
KSTL/train,read,speed_mps,88.0,90.0,25870,145.34956166793427
KSTL/train,read,speed_mps,90.0,92.0,27229,151.94330496771317
KSTL/train,read,speed_mps,92.0,94.0,26220,146.21018019079793
KSTL/train,read,speed_mps,94.0,96.0,25156,140.44228284639848
KSTL/train,read,speed_mps,96.0,98.0,24051,134.902043762816
KSTL/train,read,speed_mps,98.0,100.0,22312,125.09286424475067
KSTL/train,read,speed_mps,100.0,102.0,20950,117.77957344665174
KSTL/train,read,speed_mps,102.0,104.0,19845,111.42439058771106
KSTL/train,read,speed_mps,104.0,106.0,18704,103.43659077120628
KSTL/train,read,speed_mps,106.0,108.0,18379,99.54499173378417
KSTL/train,read,speed_mps,108.0,110.0,19262,102.83486236897625
KSTL/train,read,speed_mps,110.0,112.0,19909,103.90413178629251
KSTL/train,read,speed_mps,112.0,114.0,21011,105.77118905240377
KSTL/train,read,speed_mps,114.0,116.0,22054,106.18348822616508
KSTL/train,read,speed_mps,116.0,118.0,23712,108.93995453095704
KSTL/train,read,speed_mps,118.0,120.0,24019,105.03051489745394
KSTL/train,read,speed_mps,120.0,122.0,22499,97.03515532837264
KSTL/train,read,speed_mps,122.0,124.0,20030,85.15049500641726
KSTL/train,read,speed_mps,124.0,126.0,18064,76.45970893128651
KSTL/train,read,speed_mps,126.0,128.0,16715,69.74222570058828
KSTL/train,read,speed_mps,128.0,130.0,14506,60.70219385121982
KSTL/train,read,speed_mps,130.0,132.0,13467,56.202301949919274
KSTL/train,read,speed_mps,132.0,134.0,12811,52.97336418935902
KSTL/train,read,speed_mps,134.0,136.0,12848,51.77074912441458
KSTL/train,read,speed_mps,136.0,138.0,13866,54.54300678607615
KSTL/train,read,speed_mps,138.0,140.0,14638,55.59402684885845
KSTL/train,read,speed_mps,140.0,142.0,14748,55.78550627888944
KSTL/train,read,speed_mps,142.0,144.0,14637,54.843220859805115
KSTL/train,read,speed_mps,144.0,146.0,14457,53.27733162448658
KSTL/train,read,speed_mps,146.0,148.0,13364,48.69456199127944
KSTL/train,read,speed_mps,148.0,150.0,12124,44.04364413311396
KSTL/train,read,speed_mps,150.0,152.0,10206,37.242582919616325
KSTL/train,read,speed_mps,152.0,154.0,7880,28.74319263979487
KSTL/train,read,speed_mps,154.0,156.0,6954,25.391508958702616
KSTL/train,read,speed_mps,156.0,158.0,4780,17.504903935481707
KSTL/train,read,speed_mps,158.0,160.0,3205,11.681411142207253
KSTL/train,read,speed_mps,160.0,162.0,2131,7.85833053202532
KSTL/train,read,speed_mps,162.0,164.0,1373,4.994942751301096
KSTL/train,read,speed_mps,164.0,166.0,810,3.015352984693891
KSTL/train,read,speed_mps,166.0,168.0,557,2.079303233382234
KSTL/train,read,speed_mps,168.0,170.0,444,1.6518720401927567
KSTL/train,read,speed_mps,170.0,172.0,234,0.8643037713582089
KSTL/train,read,speed_mps,172.0,174.0,93,0.3310605052047322
KSTL/train,read,speed_mps,174.0,176.0,69,0.2349135028107412
KSTL/train,read,speed_mps,176.0,178.0,41,0.13804549240740016
KSTL/train,read,speed_mps,178.0,180.0,27,0.09053117802704946
KSTL/train,read,speed_mps,180.0,182.0,16,0.05695309058228304
KSTL/train,read,speed_mps,182.0,184.0,8,0.02669817766036431
KSTL/train,read,speed_mps,184.0,186.0,13,0.04374229562199616
KSTL/train,read,speed_mps,186.0,188.0,20,0.06732231702244462
KSTL/train,read,speed_mps,188.0,190.0,12,0.04182033572305954
KSTL/train,read,speed_mps,190.0,192.0,1,0.014084507042753103
KSTL/train,read,speed_mps,192.0,194.0,0,0.0
KSTL/train,read,speed_mps,194.0,196.0,1,0.004716981131423381
KSTL/train,read,speed_mps,196.0,198.0,0,0.0
KSTL/train,read,speed_mps,198.0,200.0,0,0.0
KSTL/train,read,speed_mps,200.0,202.0,0,0.0
KSTL/train,read,speed_mps,202.0,204.0,0,0.0
KSTL/train,read,speed_mps,204.0,206.0,0,0.0
KSTL/train,read,speed_mps,206.0,208.0,0,0.0
KSTL/train,read,speed_mps,208.0,210.0,1,0.014084507042753103
KSTL/train,read,speed_mps,210.0,212.0,0,0.0
KSTL/train,read,speed_mps,212.0,214.0,0,0.0
KSTL/train,read,speed_mps,214.0,216.0,0,0.0
KSTL/train,read,speed_mps,216.0,218.0,0,0.0
KSTL/train,read,speed_mps,218.0,220.0,0,0.0
KSTL/train,read,speed_mps,220.0,222.0,0,0.0
KSTL/train,read,speed_mps,222.0,224.0,0,0.0
KSTL/train,read,speed_mps,224.0,226.0,0,0.0
KSTL/train,read,speed_mps,226.0,228.0,0,0.0
KSTL/train,read,speed_mps,228.0,230.0,0,0.0
KSTL/train,read,speed_mps,230.0,232.0,0,0.0
KSTL/train,read,speed_mps,232.0,234.0,0,0.0
KSTL/train,read,speed_mps,234.0,236.0,0,0.0
KSTL/train,read,speed_mps,236.0,238.0,0,0.0
KSTL/train,read,speed_mps,238.0,240.0,0,0.0
KSTL/train,read,speed_mps,240.0,242.0,0,0.0
KSTL/train,read,speed_mps,242.0,244.0,0,0.0
KSTL/train,read,speed_mps,244.0,246.0,0,0.0
KSTL/train,read,speed_mps,246.0,248.0,0,0.0
KSTL/train,read,speed_mps,248.0,250.0,0,0.0
KSTL/train,read,height_m,-150.0,-125.0,0,0.0
KSTL/train,read,height_m,-125.0,-100.0,0,0.0
KSTL/train,read,height_m,-100.0,-75.0,0,0.0
KSTL/train,read,height_m,-75.0,-50.0,0,0.0
KSTL/train,read,height_m,-50.0,-25.0,0,0.0
KSTL/train,read,height_m,-25.0,0.0,0,0.0
KSTL/train,read,height_m,0.0,25.0,7005,38.66943934949606
KSTL/train,read,height_m,25.0,50.0,18055,104.96133162858709
KSTL/train,read,height_m,50.0,75.0,16174,93.71499102332936
KSTL/train,read,height_m,75.0,100.0,15920,92.24912701164541
KSTL/train,read,height_m,100.0,125.0,16203,93.70583907680697
KSTL/train,read,height_m,125.0,150.0,16038,92.69580639177258
KSTL/train,read,height_m,150.0,175.0,15930,92.03762672066784
KSTL/train,read,height_m,175.0,200.0,16079,92.81789640747058
KSTL/train,read,height_m,200.0,225.0,16125,92.82557131970418
KSTL/train,read,height_m,225.0,250.0,15721,90.51735949646877
KSTL/train,read,height_m,250.0,275.0,15732,90.63245514146251
KSTL/train,read,height_m,275.0,300.0,15988,92.17082330773951
KSTL/train,read,height_m,300.0,325.0,15478,88.86833001677383
KSTL/train,read,height_m,325.0,350.0,15000,86.46726299183138
KSTL/train,read,height_m,350.0,375.0,15187,87.61001395882408
KSTL/train,read,height_m,375.0,400.0,14943,85.59677068479459
KSTL/train,read,height_m,400.0,425.0,14370,82.4592742802788
