group,signal,kind,left,right,rows,flight_weight
KSJC/val,raw,cross_m,-11800.0,-11700.0,74,0.3377862864709016
KSJC/val,raw,cross_m,-11700.0,-11600.0,72,0.3310191873308028
KSJC/val,raw,cross_m,-11600.0,-11500.0,87,0.4021060054073118
KSJC/val,raw,cross_m,-11500.0,-11400.0,69,0.3156739733845839
KSJC/val,raw,cross_m,-11400.0,-11300.0,82,0.3767795839083874
KSJC/val,raw,cross_m,-11300.0,-11200.0,74,0.3388850682621367
KSJC/val,raw,cross_m,-11200.0,-11100.0,81,0.3763306358427485
KSJC/val,raw,cross_m,-11100.0,-11000.0,73,0.333462726072824
KSJC/val,raw,cross_m,-11000.0,-10900.0,82,0.38017669480586136
KSJC/val,raw,cross_m,-10900.0,-10800.0,76,0.3516606598468144
KSJC/val,raw,cross_m,-10800.0,-10700.0,82,0.3802537068891567
KSJC/val,raw,cross_m,-10700.0,-10600.0,83,0.37998236190645684
KSJC/val,raw,cross_m,-10600.0,-10500.0,69,0.32007400968283406
KSJC/val,raw,cross_m,-10500.0,-10400.0,81,0.3717980215175132
KSJC/val,raw,cross_m,-10400.0,-10300.0,72,0.33268948423216216
KSJC/val,raw,cross_m,-10300.0,-10200.0,81,0.3754528272356339
KSJC/val,raw,cross_m,-10200.0,-10100.0,80,0.37118632787939987
KSJC/val,raw,cross_m,-10100.0,-10000.0,84,0.3910922838294084
KSJC/val,raw,cross_m,-10000.0,-9900.0,71,0.3312689860853695
KSJC/val,raw,cross_m,-9900.0,-9800.0,85,0.39202292656712956
KSJC/val,raw,cross_m,-9800.0,-9700.0,75,0.34840329756880806
KSJC/val,raw,cross_m,-9700.0,-9600.0,78,0.36053046564808255
KSJC/val,raw,cross_m,-9600.0,-9500.0,73,0.3393391367220886
KSJC/val,raw,cross_m,-9500.0,-9400.0,88,0.4082132374944649
KSJC/val,raw,cross_m,-9400.0,-9300.0,67,0.3120999195014349
KSJC/val,raw,cross_m,-9300.0,-9200.0,92,0.4228450504286769
KSJC/val,raw,cross_m,-9200.0,-9100.0,66,0.3153066047892281
KSJC/val,raw,cross_m,-9100.0,-9000.0,87,0.3958506647768161
KSJC/val,raw,cross_m,-9000.0,-8900.0,73,0.34492217062413033
KSJC/val,raw,cross_m,-8900.0,-8800.0,84,0.3848396954881821
KSJC/val,raw,cross_m,-8800.0,-8700.0,76,0.3573331189439557
KSJC/val,raw,cross_m,-8700.0,-8600.0,84,0.3898729444929643
KSJC/val,raw,cross_m,-8600.0,-8500.0,76,0.35170041115988226
KSJC/val,raw,cross_m,-8500.0,-8400.0,82,0.38274995128340095
KSJC/val,raw,cross_m,-8400.0,-8300.0,70,0.3232641545622954
KSJC/val,raw,cross_m,-8300.0,-8200.0,88,0.4118153196656493
KSJC/val,raw,cross_m,-8200.0,-8100.0,74,0.34229738937847287
KSJC/val,raw,cross_m,-8100.0,-8000.0,88,0.40686704082025926
KSJC/val,raw,cross_m,-8000.0,-7900.0,76,0.3580636829115349
KSJC/val,raw,cross_m,-7900.0,-7800.0,78,0.3560178355174912
KSJC/val,raw,cross_m,-7800.0,-7700.0,85,0.40037245293817136
KSJC/val,raw,cross_m,-7700.0,-7600.0,74,0.33824950993128766
KSJC/val,raw,cross_m,-7600.0,-7500.0,84,0.39165787270569297
KSJC/val,raw,cross_m,-7500.0,-7400.0,77,0.35879841336355867
KSJC/val,raw,cross_m,-7400.0,-7300.0,83,0.38564617416703584
KSJC/val,raw,cross_m,-7300.0,-7200.0,76,0.35528851683736207
KSJC/val,raw,cross_m,-7200.0,-7100.0,85,0.3946497241426101
KSJC/val,raw,cross_m,-7100.0,-7000.0,84,0.3894686929920681
KSJC/val,raw,cross_m,-7000.0,-6900.0,75,0.34896763440417544
KSJC/val,raw,cross_m,-6900.0,-6800.0,87,0.40481160085620616
KSJC/val,raw,cross_m,-6800.0,-6700.0,71,0.3278885860697187
KSJC/val,raw,cross_m,-6700.0,-6600.0,93,0.4323555816236535
KSJC/val,raw,cross_m,-6600.0,-6500.0,69,0.3188471534452759
KSJC/val,raw,cross_m,-6500.0,-6400.0,96,0.4479761768775745
KSJC/val,raw,cross_m,-6400.0,-6300.0,68,0.31603974886093056
KSJC/val,raw,cross_m,-6300.0,-6200.0,95,0.44388563669430425
KSJC/val,raw,cross_m,-6200.0,-6100.0,70,0.3268984035934466
KSJC/val,raw,cross_m,-6100.0,-6000.0,86,0.398829072025606
KSJC/val,raw,cross_m,-6000.0,-5900.0,75,0.35121086962675463
KSJC/val,raw,cross_m,-5900.0,-5800.0,86,0.39022010001013996
KSJC/val,raw,cross_m,-5800.0,-5700.0,89,0.41322194001323
KSJC/val,raw,cross_m,-5700.0,-5600.0,88,0.404368380218429
KSJC/val,raw,cross_m,-5600.0,-5500.0,83,0.3869397315691856
KSJC/val,raw,cross_m,-5500.0,-5400.0,85,0.3954917053443694
KSJC/val,raw,cross_m,-5400.0,-5300.0,80,0.37179275996594185
KSJC/val,raw,cross_m,-5300.0,-5200.0,94,0.4412393006953437
KSJC/val,raw,cross_m,-5200.0,-5100.0,70,0.3254885931800402
KSJC/val,raw,cross_m,-5100.0,-5000.0,92,0.42713653853411415
KSJC/val,raw,cross_m,-5000.0,-4900.0,75,0.35628266669448294
KSJC/val,raw,cross_m,-4900.0,-4800.0,97,0.45151161540321993
KSJC/val,raw,cross_m,-4800.0,-4700.0,77,0.36159049049307157
KSJC/val,raw,cross_m,-4700.0,-4600.0,95,0.4431968712472525
KSJC/val,raw,cross_m,-4600.0,-4500.0,81,0.3845404476409868
KSJC/val,raw,cross_m,-4500.0,-4400.0,84,0.3895110547505709
KSJC/val,raw,cross_m,-4400.0,-4300.0,83,0.39099348333917305
KSJC/val,raw,cross_m,-4300.0,-4200.0,90,0.42248900992125016
KSJC/val,raw,cross_m,-4200.0,-4100.0,84,0.3929164099959195
KSJC/val,raw,cross_m,-4100.0,-4000.0,88,0.4188000580909659
KSJC/val,raw,cross_m,-4000.0,-3900.0,79,0.36936674853164675
KSJC/val,raw,cross_m,-3900.0,-3800.0,98,0.4590701978783045
KSJC/val,raw,cross_m,-3800.0,-3700.0,74,0.349509882752443
KSJC/val,raw,cross_m,-3700.0,-3600.0,100,0.4736259320729914
KSJC/val,raw,cross_m,-3600.0,-3500.0,83,0.39515130033592527
KSJC/val,raw,cross_m,-3500.0,-3400.0,95,0.4434874980321126
KSJC/val,raw,cross_m,-3400.0,-3300.0,85,0.4045198736421298
KSJC/val,raw,cross_m,-3300.0,-3200.0,100,0.4734918349917763
KSJC/val,raw,cross_m,-3200.0,-3100.0,87,0.4190226373443693
KSJC/val,raw,cross_m,-3100.0,-3000.0,102,0.4840816935009542
KSJC/val,raw,cross_m,-3000.0,-2900.0,90,0.4291911940358517
KSJC/val,raw,cross_m,-2900.0,-2800.0,98,0.4658987918861044
KSJC/val,raw,cross_m,-2800.0,-2700.0,107,0.5109696806304811
KSJC/val,raw,cross_m,-2700.0,-2600.0,84,0.40055500268624655
KSJC/val,raw,cross_m,-2600.0,-2500.0,115,0.5478906753613586
KSJC/val,raw,cross_m,-2500.0,-2400.0,93,0.44589576910156836
KSJC/val,raw,cross_m,-2400.0,-2300.0,100,0.4833265930275559
KSJC/val,raw,cross_m,-2300.0,-2200.0,113,0.5358863356282626
KSJC/val,raw,cross_m,-2200.0,-2100.0,110,0.527150855525889
KSJC/val,raw,cross_m,-2100.0,-2000.0,113,0.5415339344606167
KSJC/val,raw,cross_m,-2000.0,-1900.0,110,0.5255757242336472
KSJC/val,raw,cross_m,-1900.0,-1800.0,118,0.5636190638765584
KSJC/val,raw,cross_m,-1800.0,-1700.0,128,0.6420434119901728
KSJC/val,raw,cross_m,-1700.0,-1600.0,127,0.6176009728850715
KSJC/val,raw,cross_m,-1600.0,-1500.0,142,0.7122595597011241
KSJC/val,raw,cross_m,-1500.0,-1400.0,142,0.7087998522515306
KSJC/val,raw,cross_m,-1400.0,-1300.0,142,0.7070633668690078
KSJC/val,raw,cross_m,-1300.0,-1200.0,146,0.7217019037119172
KSJC/val,raw,cross_m,-1200.0,-1100.0,156,0.7765398097695595
KSJC/val,raw,cross_m,-1100.0,-1000.0,160,0.7898750633069511
KSJC/val,raw,cross_m,-1000.0,-900.0,170,0.8483968312153252
KSJC/val,raw,cross_m,-900.0,-800.0,175,0.8775472490723217
KSJC/val,raw,cross_m,-800.0,-700.0,204,1.0141523989792915
KSJC/val,raw,cross_m,-700.0,-600.0,221,1.1173793172434046
KSJC/val,raw,cross_m,-600.0,-500.0,256,1.3056170396304907
KSJC/val,raw,cross_m,-500.0,-400.0,286,1.45539813723353
KSJC/val,raw,cross_m,-400.0,-300.0,363,1.9005362787874844
KSJC/val,raw,cross_m,-300.0,-200.0,2649,18.458476253097245
KSJC/val,raw,cross_m,-200.0,-100.0,4826,33.74952833152406
KSJC/val,raw,cross_m,-100.0,0.0,119231,825.1573783476471
KSJC/val,raw,cross_m,0.0,100.0,8279,54.977060248341104
KSJC/val,raw,cross_m,100.0,200.0,172,0.8086033553706784
KSJC/val,raw,cross_m,200.0,300.0,152,0.7569839010106989
KSJC/val,raw,cross_m,300.0,400.0,130,0.65353305105873
KSJC/val,raw,cross_m,400.0,500.0,87,0.38636040480355405
KSJC/val,raw,cross_m,500.0,600.0,80,0.3574721561312799
KSJC/val,raw,cross_m,600.0,700.0,71,0.3130620281033316
KSJC/val,raw,cross_m,700.0,800.0,76,0.3382481408939384
KSJC/val,raw,cross_m,800.0,900.0,71,0.29278899092651045
KSJC/val,raw,cross_m,900.0,1000.0,56,0.23927629284639806
KSJC/val,raw,cross_m,1000.0,1100.0,56,0.23443474696546218
KSJC/val,raw,cross_m,1100.0,1200.0,53,0.22791703862526447
KSJC/val,raw,cross_m,1200.0,1300.0,49,0.20447384789395073
KSJC/val,raw,cross_m,1300.0,1400.0,55,0.23460577438595465
KSJC/val,raw,cross_m,1400.0,1500.0,46,0.197670785506034
KSJC/val,raw,cross_m,1500.0,1600.0,39,0.16409701876546023
KSJC/val,raw,cross_m,1600.0,1700.0,47,0.2000563279570997
KSJC/val,raw,cross_m,1700.0,1800.0,45,0.19021441689642415
KSJC/val,raw,cross_m,1800.0,1900.0,43,0.16997272501635052
KSJC/val,raw,cross_m,1900.0,2000.0,24,0.09719867974558838
KSJC/val,raw,cross_m,2000.0,2100.0,39,0.15678638533336198
KSJC/val,raw,cross_m,2100.0,2200.0,38,0.14757559647591734
KSJC/val,raw,cross_m,2200.0,2300.0,31,0.12772068269464398
KSJC/val,raw,cross_m,2300.0,2400.0,39,0.15226986567813583
KSJC/val,raw,cross_m,2400.0,2500.0,32,0.12594315551632462
KSJC/val,raw,cross_m,2500.0,2600.0,33,0.133904623049375
KSJC/val,raw,cross_m,2600.0,2700.0,31,0.11992772399844398
KSJC/val,raw,cross_m,2700.0,2800.0,31,0.12199284166763391
KSJC/val,raw,cross_m,2800.0,2900.0,35,0.13658137751167487
KSJC/val,raw,cross_m,2900.0,3000.0,31,0.12533081870924434
KSJC/val,raw,cross_m,3000.0,3100.0,27,0.0967438101663447
KSJC/val,raw,cross_m,3100.0,3200.0,30,0.12314897558599114
KSJC/val,raw,cross_m,3200.0,3300.0,37,0.13403178060411847
KSJC/val,raw,cross_m,3300.0,3400.0,31,0.11792977781828995
KSJC/val,raw,cross_m,3400.0,3500.0,31,0.11755517857682207
KSJC/val,raw,cross_m,3500.0,3600.0,27,0.10356391673622056
KSJC/val,raw,cross_m,3600.0,3700.0,31,0.11737198657965564
KSJC/val,raw,cross_m,3700.0,3800.0,34,0.1350132980694525
KSJC/val,raw,cross_m,3800.0,3900.0,29,0.10817960119175041
KSJC/val,raw,cross_m,3900.0,4000.0,29,0.11337504339371662
KSJC/val,raw,cross_m,4000.0,4100.0,31,0.1153546165296575
KSJC/val,raw,cross_m,4100.0,4200.0,27,0.10754242782627443
KSJC/val,raw,cross_m,4200.0,4300.0,32,0.11789405726449331
KSJC/val,raw,cross_m,4300.0,4400.0,23,0.09270546212451336
KSJC/val,raw,cross_m,4400.0,4500.0,34,0.1289129800925366
KSJC/val,raw,cross_m,4500.0,4600.0,21,0.08158922970369531
KSJC/val,raw,cross_m,4600.0,4700.0,36,0.13567969844166328
KSJC/val,raw,cross_m,4700.0,4800.0,28,0.10736091231842693
KSJC/val,raw,cross_m,4800.0,4900.0,27,0.10545792786228958
KSJC/val,raw,cross_m,4900.0,5000.0,46,0.15544794713400734
KSJC/val,raw,cross_m,5000.0,5100.0,36,0.13013050064887466
KSJC/val,raw,cross_m,5100.0,5200.0,34,0.12273417940855325
KSJC/val,raw,cross_m,5200.0,5300.0,30,0.11341185903165751
KSJC/val,raw,cross_m,5300.0,5400.0,30,0.11082435580965466
KSJC/val,raw,cross_m,5400.0,5500.0,35,0.13331445255698782
KSJC/val,raw,cross_m,5500.0,5600.0,30,0.11007936174610222
KSJC/val,raw,cross_m,5600.0,5700.0,28,0.10717467341328302
KSJC/val,raw,cross_m,5700.0,5800.0,35,0.13034875898642895
KSJC/val,raw,cross_m,5800.0,5900.0,29,0.10707551794371284
KSJC/val,raw,cross_m,5900.0,6000.0,39,0.14722641159005434
KSJC/val,raw,cross_m,6000.0,6100.0,29,0.10769149787165588
KSJC/val,raw,cross_m,6100.0,6200.0,35,0.13123306538204815
KSJC/val,raw,cross_m,6200.0,6300.0,30,0.11138025831542109
KSJC/val,raw,cross_m,6300.0,6400.0,39,0.1473634784620117
KSJC/val,raw,cross_m,6400.0,6500.0,36,0.1413774313364229
KSJC/val,raw,cross_m,6500.0,6600.0,37,0.13315960644536062
KSJC/val,raw,cross_m,6600.0,6700.0,32,0.12416433781959313
KSJC/val,raw,cross_m,6700.0,6800.0,52,0.1874594766213704
KSJC/val,raw,cross_m,6800.0,6900.0,53,0.18867304141463137
KSJC/val,raw,cross_m,6900.0,7000.0,50,0.17677892217261615
KSJC/val,raw,cross_m,7000.0,7100.0,57,0.20794891583364006
KSJC/val,raw,cross_m,7100.0,7200.0,65,0.23476866416967823
KSJC/val,raw,cross_m,7200.0,7300.0,67,0.23626529356442916
KSJC/val,raw,cross_m,7300.0,7400.0,103,0.3641800738969323
KSJC/val,raw,cross_m,7400.0,7500.0,137,0.48244748225147305
KSJC/val,raw,cross_m,7500.0,7600.0,131,0.45403030240117914
KSJC/val,raw,cross_m,7600.0,7700.0,102,0.36341272608206054
KSJC/val,raw,cross_m,7700.0,7800.0,145,0.5025568500814188
KSJC/val,raw,cross_m,7800.0,7900.0,152,0.5260467898949628
KSJC/val,raw,cross_m,7900.0,8000.0,496,1.8044962778751596
KSJC/val,raw,cross_m,8000.0,8100.0,1515,6.096365931328592
KSJC/val,raw,cross_m,8100.0,8200.0,190,0.6947383314436593
KSJC/val,raw,cross_m,8200.0,8300.0,219,0.8112263127072765
KSJC/val,raw,cross_m,8300.0,8400.0,135,0.48314588394850944
KSJC/val,raw,cross_m,8400.0,8500.0,138,0.47719344184110923
KSJC/val,raw,cross_m,8500.0,8600.0,138,0.48541190566538717
KSJC/val,raw,cross_m,8600.0,8700.0,117,0.42883039886555707
KSJC/val,raw,cross_m,8700.0,8800.0,94,0.3517914422004651
KSJC/val,raw,cross_m,8800.0,8900.0,90,0.3301615591767586
KSJC/val,raw,cross_m,8900.0,9000.0,92,0.34088245745738277
KSJC/val,raw,cross_m,9000.0,9100.0,95,0.3524437642556677
KSJC/val,raw,cross_m,9100.0,9200.0,93,0.33823108617025355
KSJC/val,raw,cross_m,9200.0,9300.0,89,0.33116094024694576
KSJC/val,raw,cross_m,9300.0,9400.0,82,0.3089979456833589
KSJC/val,raw,cross_m,9400.0,9500.0,79,0.29893305326277186
KSJC/val,raw,cross_m,9500.0,9600.0,80,0.3033016823255821
KSJC/val,raw,cross_m,9600.0,9700.0,74,0.2756893570031025
KSJC/val,raw,cross_m,9700.0,9800.0,79,0.3043951762576853
KSJC/val,raw,cross_m,9800.0,9900.0,76,0.2927611187258208
KSJC/val,raw,cross_m,9900.0,10000.0,71,0.2700121887835394
KSJC/val,raw,cross_m,10000.0,10100.0,77,0.29642577236836587
KSJC/val,raw,cross_m,10100.0,10200.0,79,0.3038954817343438
KSJC/val,raw,cross_m,10200.0,10300.0,74,0.28335652430337177
KSJC/val,raw,cross_m,10300.0,10400.0,75,0.28546794029807643
KSJC/val,raw,cross_m,10400.0,10500.0,75,0.28863695312702475
KSJC/val,raw,cross_m,10500.0,10600.0,68,0.2631696488808757
KSJC/val,raw,cross_m,10600.0,10700.0,73,0.2759632024167331
KSJC/val,raw,cross_m,10700.0,10800.0,75,0.2900385960112999
KSJC/val,raw,cross_m,10800.0,10900.0,80,0.3052946954339859
KSJC/val,raw,cross_m,10900.0,11000.0,74,0.28371229265121656
KSJC/val,raw,cross_m,11000.0,11100.0,66,0.25134646661354054
KSJC/val,raw,cross_m,11100.0,11200.0,76,0.2900294208982359
KSJC/val,raw,cross_m,11200.0,11300.0,70,0.2713662123819631
KSJC/val,raw,cross_m,11300.0,11400.0,74,0.28392893840236866
KSJC/val,raw,cross_m,11400.0,11500.0,68,0.2595224067631534
KSJC/val,raw,cross_m,11500.0,11600.0,73,0.2815453236535177
KSJC/val,raw,cross_m,11600.0,11700.0,71,0.2734462987027655
KSJC/val,raw,cross_m,11700.0,11800.0,71,0.27161539272765367
KSJC/val,raw,cross_m,11800.0,11900.0,72,0.27875680399256453
KSJC/val,raw,cross_m,11900.0,12000.0,65,0.2503323912083033
KSJC/val,raw,cross_m,12000.0,12100.0,74,0.28134928113672686
KSJC/val,raw,cross_m,12100.0,12200.0,62,0.24457128880317214
KSJC/val,raw,cross_m,12200.0,12300.0,39,0.15240627469574974
KSJC/val,raw,cross_m,12300.0,12400.0,10,0.03585024792050717
KSJC/val,raw,cross_m,12400.0,12500.0,9,0.03706495904725671
KSJC/val,raw,cross_m,12500.0,12600.0,10,0.03659343520212133
KSJC/val,raw,cross_m,12600.0,12700.0,7,0.027600646235669046
KSJC/val,raw,cross_m,12700.0,12800.0,9,0.03447540697675322
KSJC/val,raw,cross_m,12800.0,12900.0,10,0.03676293815487952
KSJC/val,raw,cross_m,12900.0,13000.0,5,0.018436487641110944
KSJC/val,raw,cross_m,13000.0,13100.0,10,0.038944729890545204
KSJC/val,raw,cross_m,13100.0,13200.0,8,0.029175557566532007
KSJC/val,raw,cross_m,13200.0,13300.0,10,0.039607417996421646
KSJC/val,raw,cross_m,13300.0,13400.0,8,0.030482617703228243
KSJC/val,raw,cross_m,13400.0,13500.0,7,0.02712061968645685
KSJC/val,raw,cross_m,13500.0,13600.0,7,0.025812930821075497
KSJC/val,raw,cross_m,13600.0,13700.0,8,0.03156828671058065
KSJC/val,raw,cross_m,13700.0,13800.0,8,0.030614330866910677
KSJC/val,raw,cross_m,13800.0,13900.0,10,0.03711524233494856
KSJC/val,raw,cross_m,13900.0,14000.0,8,0.031818175595617504
KSJC/val,raw,cross_m,14000.0,14100.0,7,0.025099438656980055
KSJC/val,raw,cross_m,14100.0,14200.0,10,0.039391049506775744
KSJC/val,raw,cross_m,14200.0,14300.0,7,0.02469709037541179
KSJC/val,raw,cross_m,14300.0,14400.0,6,0.022673495076560357
KSJC/val,raw,cross_m,14400.0,14500.0,9,0.03328120346736796
KSJC/val,raw,cross_m,14500.0,14600.0,5,0.01917484789464652
KSJC/val,raw,cross_m,14600.0,14700.0,10,0.03715296727568784
KSJC/val,raw,cross_m,14700.0,14800.0,6,0.022785795013305687
KSJC/val,raw,cross_m,14800.0,14900.0,6,0.022700543379642113
KSJC/val,raw,cross_m,14900.0,15000.0,8,0.028833522166905823
KSJC/val,raw,cross_m,15000.0,15100.0,8,0.03110524012163296
KSJC/val,raw,cross_m,15100.0,15200.0,8,0.027780119806038783
KSJC/val,raw,cross_m,15200.0,15300.0,6,0.023201572581911023
KSJC/val,raw,cross_m,15300.0,15400.0,6,0.021727174308580288
KSJC/val,raw,cross_m,15400.0,15500.0,9,0.03406221038676449
KSJC/val,raw,cross_m,15500.0,15600.0,5,0.01689625643416548
KSJC/val,raw,cross_m,15600.0,15700.0,8,0.029705615330613
KSJC/val,raw,cross_m,15700.0,15800.0,7,0.026083769364959153
KSJC/val,raw,cross_m,15800.0,15900.0,7,0.026026577967741105
KSJC/val,raw,cross_m,15900.0,16000.0,8,0.029287514912539336
KSJC/val,raw,cross_m,16000.0,16100.0,7,0.026501869782805443
KSJC/val,raw,cross_m,16100.0,16200.0,6,0.01992456338507509
KSJC/val,raw,cross_m,16200.0,16300.0,9,0.0334848838281232
KSJC/val,raw,cross_m,16300.0,16400.0,5,0.017033205280540642
KSJC/val,raw,cross_m,16400.0,16500.0,8,0.031040195698096795
KSJC/val,raw,cross_m,16500.0,16600.0,8,0.02768779328312121
KSJC/val,raw,cross_m,16600.0,16700.0,5,0.020042977269667972
KSJC/val,raw,cross_m,16700.0,16800.0,8,0.02921648745996208
KSJC/val,raw,cross_m,16800.0,16900.0,6,0.02116030111164946
KSJC/val,raw,cross_m,16900.0,17000.0,8,0.029126722157798213
KSJC/val,raw,cross_m,17000.0,17100.0,6,0.02364151450137797
KSJC/val,raw,cross_m,17100.0,17200.0,9,0.03120897509961651
KSJC/val,raw,cross_m,17200.0,17300.0,4,0.014507713963439528
KSJC/val,raw,cross_m,17300.0,17400.0,9,0.033053353564810095
KSJC/val,raw,cross_m,17400.0,17500.0,7,0.025261838718733998
KSJC/val,raw,cross_m,17500.0,17600.0,5,0.01884958095706679
KSJC/val,raw,cross_m,17600.0,17700.0,8,0.027752800221378493
KSJC/val,raw,cross_m,17700.0,17800.0,6,0.023957644900065134
KSJC/val,raw,cross_m,17800.0,17900.0,9,0.03139765434502806
KSJC/val,raw,cross_m,17900.0,18000.0,6,0.0225805278378175
KSJC/val,raw,cross_m,18000.0,18100.0,7,0.02603833122816468
KSJC/val,raw,cross_m,18100.0,18200.0,7,0.02519682207821461
KSJC/val,raw,cross_m,18200.0,18300.0,8,0.03002239497300252
KSJC/val,raw,cross_m,18300.0,18400.0,6,0.021824132342089797
KSJC/val,raw,cross_m,18400.0,18500.0,7,0.026064793144314535
KSJC/val,raw,cross_m,18500.0,18600.0,7,0.026703443514861647
KSJC/val,raw,cross_m,18600.0,18700.0,6,0.019013245548421764
KSJC/val,raw,cross_m,18700.0,18800.0,8,0.032221907757957524
KSJC/val,raw,cross_m,18800.0,18900.0,8,0.027828227167674413
KSJC/val,raw,cross_m,18900.0,19000.0,8,0.030154012948969466
KSJC/val,raw,cross_m,19000.0,19100.0,5,0.018630159965368875
KSJC/val,raw,cross_m,19100.0,19200.0,10,0.03658905708607563
KSJC/val,raw,cross_m,19200.0,19300.0,8,0.028538999103375318
KSJC/val,raw,cross_m,19300.0,19400.0,5,0.019513126629817634
KSJC/val,raw,cross_m,19400.0,19500.0,7,0.025415620260446303
KSJC/val,raw,cross_m,19500.0,19600.0,7,0.026859418111143896
KSJC/val,raw,cross_m,19600.0,19700.0,9,0.032615118089324824
KSJC/val,raw,cross_m,19700.0,19800.0,6,0.020229449937232857
KSJC/val,raw,cross_m,19800.0,19900.0,8,0.031237901511758537
KSJC/val,raw,cross_m,19900.0,20000.0,10,0.03507357999296801
KSJC/val,raw,cross_m,20000.0,20100.0,8,0.029982441646097868
KSJC/val,raw,cross_m,20100.0,20200.0,9,0.03054063735703494
KSJC/val,raw,cross_m,20200.0,20300.0,9,0.033001958343902515
KSJC/val,raw,cross_m,20300.0,20400.0,6,0.021263393098934102
KSJC/val,raw,cross_m,20400.0,20500.0,11,0.04041902982089596
KSJC/val,raw,cross_m,20500.0,20600.0,10,0.03568321585157719
KSJC/val,raw,cross_m,20600.0,20700.0,4,0.013386445393280155
KSJC/val,raw,cross_m,20700.0,20800.0,11,0.04142436413712858
KSJC/val,raw,cross_m,20800.0,20900.0,5,0.01500301902819956
KSJC/val,raw,cross_m,20900.0,21000.0,10,0.037861910451510994
KSJC/val,raw,cross_m,21000.0,21100.0,9,0.030924202400001377
KSJC/val,raw,cross_m,21100.0,21200.0,5,0.018639398290815734
KSJC/val,raw,cross_m,21200.0,21300.0,11,0.036225383692681135
KSJC/val,raw,cross_m,21300.0,21400.0,9,0.032343446208415116
KSJC/val,raw,cross_m,21400.0,21500.0,11,0.036982379328037496
KSJC/val,raw,cross_m,21500.0,21600.0,8,0.02580415043235007
KSJC/val,raw,cross_m,21600.0,21700.0,10,0.03680492714670436
KSJC/val,raw,cross_m,21700.0,21800.0,8,0.026336405981510325
KSJC/val,raw,cross_m,21800.0,21900.0,12,0.04208470769935957
KSJC/val,raw,cross_m,21900.0,22000.0,9,0.029177749152268007
KSJC/val,raw,cross_m,22000.0,22100.0,11,0.037785928038147176
KSJC/val,raw,cross_m,22100.0,22200.0,13,0.044202511886851426
KSJC/val,raw,cross_m,22200.0,22300.0,9,0.028632017787913355
KSJC/val,raw,cross_m,22300.0,22400.0,7,0.026063253536449338
KSJC/val,raw,cross_m,22400.0,22500.0,9,0.031281019352263684
KSJC/val,raw,cross_m,22500.0,22600.0,7,0.025266015029728806
KSJC/val,raw,cross_m,22600.0,22700.0,9,0.03199179128819196
KSJC/val,raw,cross_m,22700.0,22800.0,6,0.021391643422248308
KSJC/val,raw,cross_m,22800.0,22900.0,9,0.0313288593388279
KSJC/val,raw,cross_m,22900.0,23000.0,6,0.018960738181021952
KSJC/val,raw,cross_m,23000.0,23100.0,9,0.03132885933860052
KSJC/val,raw,cross_m,23100.0,23200.0,6,0.01998564026303029
KSJC/val,raw,cross_m,23200.0,23300.0,9,0.03086164950991588
KSJC/val,raw,cross_m,23300.0,23400.0,13,0.042464616874895
KSJC/val,raw,cross_m,23400.0,23500.0,5,0.02108424621587801
KSJC/val,raw,cross_m,23500.0,23600.0,7,0.0253150095759338
KSJC/val,raw,cross_m,23600.0,23700.0,4,0.014661070117426789
KSJC/val,raw,cross_m,23700.0,23800.0,7,0.024716185283523373
KSJC/val,raw,cross_m,23800.0,23900.0,1,0.004739336492775692
KSJC/val,raw,cross_m,23900.0,24000.0,5,0.01787408002041957
KSJC/val,raw,cross_m,24000.0,24100.0,5,0.018169842047427665
KSJC/val,raw,cross_m,24100.0,24200.0,5,0.01787408002041957
KSJC/val,raw,cross_m,24200.0,24300.0,2,0.007399973236942969
KSJC/val,raw,cross_m,24300.0,24400.0,4,0.014661070117426789
KSJC/val,raw,cross_m,24400.0,24500.0,6,0.022129399169443786
KSJC/val,raw,cross_m,24500.0,24600.0,5,0.018916389266451006
KSJC/val,raw,cross_m,24600.0,24700.0,4,0.014383214562712965
KSJC/val,raw,cross_m,24700.0,24800.0,1,0.004739336493003066
KSJC/val,raw,cross_m,24800.0,24900.0,2,0.007952346395541099
KSJC/val,raw,cross_m,24900.0,25000.0,0,0.0
KSJC/val,raw,cross_m,25000.0,25100.0,0,0.0
KSJC/val,raw,cross_m,25100.0,25200.0,0,0.0
KSJC/val,raw,cross_m,25200.0,25300.0,0,0.0
KSJC/val,raw,cross_m,25300.0,25400.0,0,0.0
KSJC/val,raw,cross_m,25400.0,25500.0,0,0.0
KSJC/val,raw,cross_m,25500.0,25600.0,0,0.0
KSJC/val,raw,cross_m,25600.0,25700.0,0,0.0
KSJC/val,raw,cross_m,25700.0,25800.0,0,0.0
KSJC/val,raw,cross_m,25800.0,25900.0,0,0.0
KSJC/val,raw,cross_m,25900.0,26000.0,0,0.0
KSJC/val,raw,cross_m,26000.0,26100.0,0,0.0
KSJC/val,raw,cross_m,26100.0,26200.0,0,0.0
KSJC/val,raw,cross_m,26200.0,26300.0,0,0.0
KSJC/val,raw,cross_m,26300.0,26400.0,0,0.0
KSJC/val,raw,cross_m,26400.0,26500.0,0,0.0
KSJC/val,raw,cross_m,26500.0,26600.0,0,0.0
KSJC/val,raw,cross_m,26600.0,26700.0,0,0.0
