type_designator,class,engine_number_type_faa_weight_class,icao_wtc,cwt,srs,lahso_group,pdf_page
A002,Gyroplane,1P/S,Light,I,I,,10
A1,Fixed-wing,1P/S+,Medium,H,III,,10
A10*,Fixed-wing,2J/L,Medium,G,III,,10
A109,Helicopter,2T/S,Light,I,I,,10
A119,Helicopter,1T/S,Light,I,I,,10
A122,Fixed-wing,1P/S,Light,I,I,,10
A124,Fixed-wing,4J/H,Heavy,D,III,,10
A129,Helicopter,2T/S,Light,I,I,,10
A139,Helicopter,2T/S+,Light,I,I,,10
A140,Fixed-wing,2T/L,Medium,G,III,,10
A148,Fixed-wing,2J/L,Medium,F,III,,10
A149,Helicopter,2T/S+,Medium,H,I,,10
A158,Fixed-wing,2J/L,Medium,F,III,,10
A169,Helicopter,2T/S,Light,I,I,,11
A178,Fixed-wing,2J/L,Medium,F,III,,11
A189,Helicopter,2T/S+,Medium,H,I,,11
A19,Fixed-wing,1P/S,Light,I,I,,11
A19N,Fixed-wing,2J/L,Medium,F,III,7,11
A20,Fixed-wing,2P/S+,Medium,H,III,,11
A205,Gyroplane,1P/S,Light,I,I,,11
A20J,Fixed-wing,1J/S,Light,I,III,,11
A20N,Fixed-wing,2J/L,Medium,F,III,7,11
A21,Fixed-wing,1P/S,Light,I,I,,11
A210,Fixed-wing,1P/S,Light,I,I,,11
A211,Fixed-wing,1P/S,Light,I,I,,11
A21N,Fixed-wing,2J/L,Medium,F,III,7,11
A22,Fixed-wing,1P/S,Light,I,I,,11
A223,Fixed-wing,1P/S,Light,I,I,,11
A225,Fixed-wing,6J/J,Heavy,A,III,,11
A23,Fixed-wing,1P/S,Light,I,I,,11
A25,@Fixed-wing,1P/S,Light,I,I,,11
A251,@Fixed-wing,2P/S,Light,I,II,,11
A27,Fixed-wing,1P/S,Light,I,I,,11
A270,Fixed-wing,1T/S,Light,I,I,,11
A29,Fixed-wing,1P/S,Light,I,I,,11
A2RT,Helicopter,2T/S,Light,I,I,,11
A3*,Fixed-wing,2J/L,Medium,G,III,,11
A306,Fixed-wing,2J/H,Heavy,C,III,7,11
A30B,Fixed-wing,2J/H,Heavy,C,III,8,11
A31,Fixed-wing,1P/S,Light,I,I,,11
A310,Fixed-wing,2J/H,Heavy,C,III,7,11
A318,Fixed-wing,2J/L,Medium,F,III,7,11
A319,Fixed-wing,2J/L,Medium,F,III,7,11
A320,Fixed-wing,2J/L,Medium,F,III,7,11
A321,Fixed-wing,2J/L,Medium,F,III,7,11
A32E,Fixed-wing,1E/S,Light,I,I,,11
A32P,Fixed-wing,1P/S,Light,I,I,,11
A33,Fixed-wing,1P/S,Light,I,I,,11
A332,Fixed-wing,2J/H,Heavy,B,III,8,11
A333,Fixed-wing,2J/H,Heavy,B,III,8,12
A337,Fixed-wing,2J/H,Heavy,D,III,,12
A338,Fixed-wing,2J/H,Heavy,D,III,8,12
A339,Fixed-wing,2J/H,Heavy,D,III,9,12
A33E,Fixed-wing,1E/S,Light,I,I,,12
A33P,Fixed-wing,1P/S,Light,I,I,,12
A342,Fixed-wing,4J/H,Heavy,D,III,9,12
A343,Fixed-wing,4J/H,Heavy,B,III,9,12
A345,Fixed-wing,4J/H,Heavy,B,III,9,12
A346,Fixed-wing,4J/H,Heavy,B,III,9,12
A34E,Fixed-wing,1E/S,Light,I,I,,12
A35,Fixed-wing,1P/S,Light,I,I,,12
A359,Fixed-wing,2J/H,Heavy,B,III,9,12
A35K,Fixed-wing,2J/H,Heavy,D,III,9,12
A37*,Fixed-wing,2J/S+,Light,I,III,,12
A388,Fixed-wing,4J/J,Super,A,III,10,12
A3ST,Fixed-wing,2J/H,Heavy,D,III,,12
A4*,Fixed-wing,1J/S+,Medium,H,III,,12
A400,Fixed-wing,4T/H,Heavy,D,III,,12
A411,Fixed-wing,2P/S,Light,I,II,,12
A5,@Fixed-wing,1P/S,Light,I,I,,12
A50,Fixed-wing,4J/H,Heavy,D,III,,12
A500,Fixed-wing,2P/S,Light,I,II,,12
A504,Fixed-wing,1P/S,Light,I,I,,12
A6,Fixed-wing,2J/L,Medium,G,III,,12
A600,Helicopter,1P/S,Light,I,I,,12
A660,Fixed-wing,1T/S+,Light,I,III,,12
A700,Fixed-wing,2J/S,Light,I,III,,12
A743,Fixed-wing,2J/L,Medium,F,III,,12
A748,Fixed-wing,2T/L,Medium,F,III,5,13
A890,Fixed-wing,1P/S,Light,I,I,,13
A9,Fixed-wing,1P/S,Light,I,I,,13
A900,Fixed-wing,1P/S,Light,I,I,,13
A910,Fixed-wing,1P/S,Light,I,I,,13
AA1,Fixed-wing,1P/S,Light,I,I,1,13
AA37,Fixed-wing,2P/S,Light,I,II,,13
AA5,Fixed-wing,1P/S,Light,I,I,1,13
AAT3,Fixed-wing,1P/S,Light,I,I,,13
AAT4,Fixed-wing,1P/S,Light,I,I,,13
AB11,Fixed-wing,1P/S,Light,I,I,,13
AB15,Fixed-wing,1P/S,Light,I,I,,13
AB18,Fixed-wing,1P/S,Light,I,I,,13
AB95,Fixed-wing,1P/S,Light,I,I,,13
AC10,Gyroplane,1P/S,Light,I,I,,13
AC11,Fixed-wing,1P/S,Light,I,I,2,13
AC31,Helicopter,1T/S,Light,I,I,,13
AC33,Helicopter,3T/S+,Medium,H,I,,13
AC4,Fixed-wing,1P/S,Light,I,I,,13
AC50,Fixed-wing,2P/S,Light,I,II,3,13
AC52,Fixed-wing,2P/S,Light,I,II,1,13
AC56,Fixed-wing,2P/S,Light,I,II,4,14
AC5A,Fixed-wing,1P/S,Light,I,I,,14
AC5M,Fixed-wing,1P/S,Light,I,I,,14
AC68,Fixed-wing,2P/S,Light,I,II,5,14
AC6L,Fixed-wing,2P/S,Light,I,II,6,14
AC72,Fixed-wing,2P/S,Light,I,II,4,14
AC80,Fixed-wing,2T/S,Light,I,II,4,14
AC90,Fixed-wing,2T/S,Light,I,II,4,14
AC95,Fixed-wing,2T/S,Light,I,II,6,14
ACAM,Fixed-wing,2P/S,Light,I,II,,14
ACAR,Fixed-wing,1P/S,Light,I,I,,14
ACED,Fixed-wing,1P/S,Light,I,I,,14
ACR2,Fixed-wing,1P/S,Light,I,I,,14
ACRD,Fixed-wing,2P/S,Light,I,II,,14
ACRO,Fixed-wing,1P/S,Light,I,I,,14
ACSR,Fixed-wing,1P/S,Light,I,I,,14
AD20,Fixed-wing,1P/S,Light,I,I,,14
ADEL,Gyroplane,1P/S,Light,I,I,,14
ADVE,Fixed-wing,1P/S,Light,I,I,,14
ADVN,@Fixed-wing,1P/S,Light,I,I,,14
AE45,Fixed-wing,2P/S,Light,I,II,,14
AEA1,Fixed-wing,1P/S,Light,I,I,,14
AERK,Fixed-wing,1P/S,Light,I,I,,15
AEST,Fixed-wing,2P/S,Light,I,II,5,15
AFOX,Fixed-wing,1P/S,Light,I,I,,15
AG02,Fixed-wing,1P/S,Light,I,I,,15
AG04,Fixed-wing,1P/S,Light,I,I,,15
AG10,Fixed-wing,1P/S,Light,I,I,,15
AG14,Fixed-wing,1P/S,Light,I,I,,15
AGSH,@Fixed-wing,1P/S,Light,I,I,,15
AI10,Fixed-wing,1P/S,Light,I,I,,15
AIGT,Fixed-wing,1P/S,Light,I,I,,15
AIRD,Fixed-wing,1P/S,Light,I,I,,15
AIRL,Fixed-wing,2P/S,Light,I,II,,15
AJ27,Fixed-wing,2J/L,Medium,G,III,,15
AJET*,Fixed-wing,2J/S+,Medium,H,III,,15
AKOY,@Fixed-wing,1P/S,Light,I,I,,15
AKRO,Fixed-wing,1P/S,Light,I,I,,15
ALBU,Fixed-wing,1P/S,Light,I,I,,15
ALC1,Fixed-wing,1P/S,Light,I,I,,15
ALGR,Fixed-wing,1P/S,Light,I,I,,15
ALH,Helicopter,2T/S,Light,I,I,,15
ALIG,Fixed-wing,1P/S,Light,I,I,,15
ALIZ,Fixed-wing,1T/S+,Medium,H,III,,15
ALO2,Helicopter,1T/S,Light,I,I,,15
ALO3,Helicopter,1T/S,Light,I,I,,15
ALPI,Fixed-wing,1P/S,Light,I,I,,15
ALSL,Fixed-wing,1P/S,Light,I,I,,15
ALTO,Fixed-wing,1P/S,Light,I,I,,15
AM3,Fixed-wing,1P/S,Light,I,I,,15
AMX*,Fixed-wing,1J/S+,Medium,H,III,,16
AN12,Fixed-wing,4T/L,Medium,F,III,,16
AN2,Fixed-wing,1P/S,Light,I,I,,16
AN22,Fixed-wing,4T/H,Heavy,D,III,,16
AN24,Fixed-wing,2T/L,Medium,F,III,,16
AN26,Fixed-wing,2T/L,Medium,F,III,,16
AN28,Fixed-wing,2T/S+,Light,I,III,,16
AN3,Fixed-wing,1T/S+,Light,I,III,,16
AN30,Fixed-wing,2T/L,Medium,F,III,,16
AN32,Fixed-wing,2T/L,Medium,F,III,,16
AN38,Fixed-wing,2T/S+,Medium,H,III,,16
AN70,Fixed-wing,4T/H,Medium,F,III,,16
AN72,Fixed-wing,2J/L,Medium,F,III,,16
AN8,Fixed-wing,2T/L,Medium,F,III,,16
ANDR,Fixed-wing,1P/S,Light,I,I,,16
ANGL,Fixed-wing,2P/S,Light,I,II,,16
ANSN,Fixed-wing,2P/S,Light,I,II,,16
ANST,Helicopter,2T/S,Light,I,I,,16
AP20,Fixed-wing,1P/S,Light,I,I,,16
AP22,Fixed-wing,1P/S,Light,I,I,,16
AP24,@Fixed-wing,1P/S,Light,I,I,,16
AP26,Fixed-wing,2P/S,Light,I,II,,16
AP28,Fixed-wing,2P/S,Light,I,II,,16
AP32,Fixed-wing,1P/S,Light,I,I,,16
AP36,Fixed-wing,2P/S,Light,I,II,,16
APM2,Fixed-wing,1P/S,Light,I,I,,16
APM3,Fixed-wing,1P/S,Light,I,I,,16
APM4,Fixed-wing,1P/S,Light,I,I,,16
APUP,Fixed-wing,1P/S,Light,I,I,,17
AR11,Fixed-wing,1P/S,Light,I,I,1,17
AR15,Fixed-wing,1P/S,Light,I,I,2,17
AR50,Fixed-wing,1P/S,Light,I,I,,17
AR5T,Fixed-wing,1P/S,Light,I,I,,17
AR65,Fixed-wing,1P/S,Light,I,I,,17
AR6T,Fixed-wing,1P/S,Light,I,I,,17
ARCE,Fixed-wing,1E/S,Light,I,I,,17
ARCP,Fixed-wing,1P/S,Light,I,I,,17
ARES*,Fixed-wing,1J/S,Light,I,III,,17
ARV1,Fixed-wing,1P/S,Light,I,I,,17
ARVA,Fixed-wing,2T/S+,Light,I,III,5,17
ARWF,Fixed-wing,1P/S,Light,I,I,,17
AS02,Fixed-wing,1P/S,Light,I,I,,17
AS14,Fixed-wing,1P/S,Light,I,I,,17
AS16,Fixed-wing,1P/S,Light,I,I,,17
AS20,Fixed-wing,1P/S,Light,I,I,,17
AS21,Fixed-wing,1P/S,Light,I,I,,17
AS22,Fixed-wing,1P/S,Light,I,I,,17
AS24,Fixed-wing,1P/S,Light,I,I,,17
AS25,Fixed-wing,1P/S,Light,I,I,,17
AS26,Fixed-wing,1P/S,Light,I,I,,17
AS28,Fixed-wing,1P/S,Light,I,I,,17
AS29,Fixed-wing,1P/S,Light,I,I,,17
AS2T,Fixed-wing,1T/S,Light,I,I,,17
AS30,Fixed-wing,1P/S,Light,I,I,,17
AS31,Fixed-wing,1P/S,Light,I,I,,17
AS32,Helicopter,2T/S+,Medium,H,I,,18
AS3B,Helicopter,2T/S+,Medium,H,I,,18
AS50,Helicopter,1T/S,Light,I,I,,18
AS55,Helicopter,2T/S,Light,I,I,,19
AS65,Helicopter,2T/S,Light,I,I,,19
AS80,Fixed-wing,1P/S,Light,I,I,,19
ASO4,Fixed-wing,1P/S,Light,I,I,,19
ASO5,Fixed-wing,1P/S,Light,I,I,,19
ASOX,Fixed-wing,1P/S,Light,I,I,,19
ASTO,Fixed-wing,1P/S,Light,I,I,,19
ASTR,Fixed-wing,2J/S+,Medium,H,III,7,19
AT1,Fixed-wing,1P/S,Light,I,I,,19
AT2P,Fixed-wing,1P/S,Light,I,I,,19
AT3*,Fixed-wing,2J/S+,Medium,H,III,,19
AT3P,Fixed-wing,1P/S,Light,I,I,1,19
AT3T,Fixed-wing,1T/S,Light,I,I,,19
AT43,Fixed-wing,2T/L,Medium,G,III,3,19
AT44,Fixed-wing,2T/L,Medium,G,III,3,19
AT45,Fixed-wing,2T/L,Medium,G,III,3,19
AT46,Fixed-wing,2T/L,Medium,G,III,3,19
AT5P,Fixed-wing,1P/S,Light,I,I,,19
AT5T,Fixed-wing,1T/S,Light,I,I,,20
AT6T,Fixed-wing,1T/S,Light,I,I,,20
AT72,Fixed-wing,2T/L,Medium,G,III,3,20
AT73,Fixed-wing,2T/L,Medium,G,III,3,20
AT75,Fixed-wing,2T/L,Medium,G,III,3,20
AT76,Fixed-wing,2T/L,Medium,G,III,3,20
AT8T,Fixed-wing,1T/S+,Light/Medium,H,III,,20
ATAC,Fixed-wing,1P/S,Light,I,I,,20
ATIS,Fixed-wing,1P/S,Light,I,I,,20
ATL,Fixed-wing,1P/S,Light,I,I,,20
ATLA,Fixed-wing,2T/L,Medium,F,III,,20
ATP,Fixed-wing,2T/L,Medium,F,III,6,20
ATTL,Fixed-wing,1P/S,Light,I,I,,20
AU11,Fixed-wing,1P/S,Light,I,I,,20
AUJ2,Fixed-wing,1P/S,Light,I,I,,20
AUJ4,Fixed-wing,1P/S,Light,I,I,,20
AURA,Fixed-wing,1P/S,Light,I,I,,20
AUS3,Fixed-wing,1P/S,Light,I,I,,20
AUS4,Fixed-wing,1P/S,Light,I,I,,20
AUS5,Fixed-wing,1P/S,Light,I,I,,20
AUS6,Fixed-wing,1P/S,Light,I,I,,20
AUS7,Fixed-wing,1P/S,Light,I,I,,20
AUS9,Fixed-wing,1P/S,Light,I,I,,20
AV68,Fixed-wing,1P/S,Light,I,I,,20
AVAM,@Fixed-wing,1P/S,Light,I,I,,20
AVID,Fixed-wing,1P/S,Light,I,I,,20
AVIN,Fixed-wing,1P/S,Light,I,I,,21
AVTR,@Fixed-wing,1P/S,Light,I,I,,21
B06,Helicopter,1T/S,Light,I,I,,21
B06T,Helicopter,2T/S,Light,I,I,,21
B1,Fixed-wing,4J/H,Heavy,D,III,,21
B103,@Fixed-wing,2P/S,Light,I,II,,21
B105,Helicopter,2T/S,Light,I,I,,21
B13,Fixed-wing,1P/S,Light,I,I,,21
B14A,Fixed-wing,1P/S,Light,I,I,1,21
B14B,Fixed-wing,1P/S,Light,I,I,,21
B14C,Fixed-wing,1P/S,Light,I,I,,21
B150,Helicopter,1T/S,Light,I,I,,21
B17,Fixed-wing,4P/L,Medium,F,III,,21
B18T,Fixed-wing,2T/S,Light,I,II,1,21
B190,Fixed-wing,2T/S+,Medium,H,III,7,21
B2,Fixed-wing,4J/H,Heavy,D,III,,22
B209,Fixed-wing,1P/S,Light,I,I,4,22
B212,Helicopter,2T/S,Light,I,I,,22
B214,Helicopter,1T/S+,Medium,H,I,,22
B222,Helicopter,2T/S,Light,I,I,,22
B23,Fixed-wing,2P/L,Medium,F,III,,22
B230,Helicopter,2T/S,Light,I,I,,22
B23E,Fixed-wing,1E/S,Light,I,I,,22
B24,Fixed-wing,4P/L,Medium,F,III,,22
B25,Fixed-wing,2P/L,Medium,G,III,,22
B26,Fixed-wing,2P/L,Medium,G,III,,22
B26M,Fixed-wing,2P/S+,Medium,H,III,,22
B29,Fixed-wing,4P/L,Medium,F,III,,22
B305,Helicopter,1P/S,Light,I,I,,22
B350,Fixed-wing,2T/S+,Light/Medium,H,III,7,22
B360,Fixed-wing,1P/S,Light,I,I,,22
B36T,Fixed-wing,1T/S,Light,I,I,1,22
B37M,Fixed-wing,2J/L,Medium,F,III,7,22
B38M,Fixed-wing,2J/L,Medium,F,III,8,22
B39M,Fixed-wing,2J/L,Medium,F,III,8,22
B3XM,Fixed-wing,2J/L,Medium,F,III,,22
B407,Helicopter,1T/S,Light,I,I,,23
B412,Helicopter,2T/S,Light,I,I,,23
B427,Helicopter,2T/S,Light,I,I,,23
B429,Helicopter,2T/S,Light,I,I,,23
B430,Helicopter,2T/S,Light,I,I,,23
B461,Fixed-wing,4J/L,Medium,G,III,7,23
B462,Fixed-wing,4J/L,Medium,G,III,7,23
B463,Fixed-wing,4J/L,Medium,G,III,7,23
B47G,Helicopter,1P/S,Light,I,I,,23
B47J,Helicopter,1P/S,Light,I,I,,23
B47T,Helicopter,1T/S,Light,I,I,,23
B505,Helicopter,1T/S,Light,I,I,,23
B52,Fixed-wing,8J/H,Heavy,D,III,,23
B525,Helicopter,2T/S+,Medium,H,I,,23
B58T,Fixed-wing,2P/S,Light,I,II,6,23
B60,Fixed-wing,1P/S,Light,I,I,,23
B609,Powered-lift,2T/S+,Medium,H,II,,23
B60T,Fixed-wing,2T/S,Light,I,II,,23
B701,Fixed-wing,4J/L,Medium,F,III,9,23
B703,Fixed-wing,4J/H,Heavy,D,III,9,23
B712,Fixed-wing,2J/L,Medium,F,III,7,23
B720,Fixed-wing,4J/L,Medium,F,III,9,23
B721,Fixed-wing,3J/L,Medium,F,III,7,24
B722,Fixed-wing,3J/L,Medium,F,III,7,24
B732,Fixed-wing,2J/L,Medium,F,III,7,24
B733,Fixed-wing,2J/L,Medium,F,III,7,24
B734,Fixed-wing,2J/L,Medium,F,III,8,24
B735,Fixed-wing,2J/L,Medium,F,III,7,24
B736,Fixed-wing,2J/L,Medium,F,III,7,24
B737,Fixed-wing,2J/L,Medium,F,III,8,24
B738,Fixed-wing,2J/L,Medium,F,III,8,24
B739,Fixed-wing,2J/L,Medium,F,III,8,24
B741,Fixed-wing,4J/H,Heavy,D,III,10,24
B742,Fixed-wing,4J/H,Heavy,B,III,10,24
B743,Fixed-wing,4J/H,Heavy,D,III,10,24
B744,Fixed-wing,4J/H,Heavy,B,III,10,24
B748,Fixed-wing,4J/H,Heavy,B,III,8,24
B74R,Fixed-wing,4J/H,Heavy,D,III,10,24
B74S,Fixed-wing,4J/H,Heavy,D,III,9,24
B752,Fixed-wing,2J/L,Medium,E,III,7,24
B753,Fixed-wing,2J/L,Medium,E,III,8,24
B762,Fixed-wing,2J/H,Heavy,C,III,9,24
B763,Fixed-wing,2J/H,Heavy,C,III,9,24
B764,Fixed-wing,2J/H,Heavy,C,III,9,24
B772,Fixed-wing,2J/H,Heavy,B,III,9,24
B773,Fixed-wing,2J/H,Heavy,B,III,9,24
B778,Fixed-wing,2J/H,Heavy,D,III,,24
B779,Fixed-wing,2J/H,Heavy,D,III,,24
B77L,Fixed-wing,2J/H,Heavy,B,III,7,24
B77W,Fixed-wing,2J/H,Heavy,B,III,7,24
B788,Fixed-wing,2J/H,Heavy,B,III,7,24
B789,Fixed-wing,2J/H,Heavy,B,III,7,24
B78X,Fixed-wing,2J/H,Heavy,D,III,8,24
BA11,Fixed-wing,2J/L,Medium,F,III,7,24
BABY,Helicopter,1P/S,Light,I,I,,24
BARC,Fixed-wing,1P/S,Light,I,I,,24
BASS,Fixed-wing,2P/S,Light,I,II,8,24
BBAT,Fixed-wing,1P/S,Light,I,I,,24
BBIR,Fixed-wing,1P/S,Light,I,I,,24
BCA3,Fixed-wing,1P/S,Light,I,I,,24
BCAT,Fixed-wing,1P/S+,Light,I,III,,25
BCS1,Fixed-wing,2J/L,Medium,F,III,7,25
BCS3,Fixed-wing,2J/L,Medium,F,III,7,25
BD10*,Fixed-wing,1J/S,Light,I,III,,25
BD17,Fixed-wing,1P/S,Light,I,I,,25
BD4,Fixed-wing,1P/S,Light,I,I,,25
BD5,Fixed-wing,1P/S,Light,I,I,,25
BD5J,Fixed-wing,1J/S,Light,I,III,,25
BD5T,Fixed-wing,1T/S,Light,I,I,,25
BDOG,Fixed-wing,1P/S,Light,I,I,,25
BE10,Fixed-wing,2T/S,Light,I,II,7,25
BE12,@Fixed-wing,2T/L,Medium,F,III,,25
BE17,Fixed-wing,1P/S,Light,I,I,2,25
BE18,Fixed-wing,2P/S,Light,I,II,4,25
BE19,Fixed-wing,1P/S,Light,I,I,1,25
BE20,Fixed-wing,2T/S+,Light/Medium,I,III,7,26
BE22,Fixed-wing,1T/S,Light,I,I,,26
BE23,Fixed-wing,1P/S,Light,I,I,2,26
BE24,Fixed-wing,1P/S,Light,I,I,3,26
BE30,Fixed-wing,2T/S+,Light,I,III,6,26
BE32,Fixed-wing,2T/S+,Medium,H,III,,26
BE33,Fixed-wing,1P/S,Light,I,I,4,26
BE35,Fixed-wing,1P/S,Light,I,I,3,26
BE36,Fixed-wing,1P/S,Light,I,I,2,26
BE40,Fixed-wing,2J/S+,Medium,H,III,8,26
BE4W,Fixed-wing,2J/S+,Medium,H,III,8,27
BE50,Fixed-wing,2P/S,Light,I,II,4,27
BE55,Fixed-wing,2P/S,Light,I,II,6,27
BE56,Fixed-wing,2P/S,Light,I,II,2,27
BE58,Fixed-wing,2P/S,Light,I,II,6,27
BE60,Fixed-wing,2P/S,Light,I,II,8,27
BE65,Fixed-wing,2P/S,Light,I,II,5,27
BE70,Fixed-wing,2P/S,Light,I,II,1,27
BE76,Fixed-wing,2P/S,Light,I,II,4,27
BE77,Fixed-wing,1P/S,Light,I,I,1,27
BE80,Fixed-wing,2P/S,Light,I,II,5,27
BE88,Fixed-wing,2P/S,Light,I,II,5,27
BE95,Fixed-wing,2P/S,Light,I,II,5,27
BE99,Fixed-wing,2T/S,Light,I,II,5,27
BE9L,Fixed-wing,2T/S,Light,I,II,5,27
BE9T,Fixed-wing,2T/S,Light,I,II,7,27
BEAR,Fixed-wing,1P/S,Light,I,I,,27
BELF,Fixed-wing,4T/L,Medium,F,III,,27
BER2,@Fixed-wing,2J/L,Medium,F,III,,27
BER4,@Fixed-wing,2J/L,Medium,F,III,,27
BETA,Fixed-wing,1P/S,Light,I,I,,27
BEVR,Fixed-wing,1P/S,Light,I,I,,27
BF19,Fixed-wing,1P/S,Light,I,I,,28
BFIT,Fixed-wing,1P/S,Light,I,I,,28
BILO,Fixed-wing,1P/S,Light,I,I,,28
BIPL,Fixed-wing,1P/S,Light,I,I,,28
BIRD,Fixed-wing,1P/S,Light,I,I,,28
BISC,Fixed-wing,1P/S,Light,I,I,,28
BK17,Helicopter,2T/S,Light,I,I,,28
BKUT,Fixed-wing,1P/S,Light,I,I,,28
BL11,Fixed-wing,1P/S,Light,I,I,,28
BL17,Fixed-wing,1P/S,Light,I,I,1,28
BL19,Fixed-wing,1P/S,Light,I,I,,28
BL8,Fixed-wing,1P/S,Light,I,I,2,28
BLBU,Fixed-wing,1P/S,Light,I,I,,28
BLCF,Fixed-wing,4J/H,Heavy,D,III,,28
BLEN,Fixed-wing,2P/S+,Light,I,III,,28
BLKS,Fixed-wing,1P/S,Light,I,I,,28
BM6,Fixed-wing,1P/S,Light,I,I,,28
BMAN,Fixed-wing,1P/S,Light,I,I,,28
BN2P,Fixed-wing,2P/S,Light,I,II,1,28
BN2T,Fixed-wing,2T/S,Light,I,II,1,29
BO40,Fixed-wing,1P/S,Light,I,I,,29
BOLT,Fixed-wing,1P/S,Light,I,I,,29
BOOM,Fixed-wing,2P/S,Light,I,II,,29
BPAT,Fixed-wing,1P/S,Light,I,I,,29
BPUM,Fixed-wing,1P/S,Light,I,I,,29
BR14,Fixed-wing,1P/S,Light,I,I,,29
BR23,Fixed-wing,1P/S,Light,I,I,,29
BR54,Gyroplane,1P/S,Light,I,I,,29
BR60,Fixed-wing,1P/S,Light,I,I,,29
BR61,Fixed-wing,1P/S,Light,I,I,,29
BR8,Fixed-wing,1P/S,Light,I,I,,29
BRAV,Fixed-wing,1P/S,Light,I,I,,29
BRB2,Helicopter,1P/S,Light,I,I,,29
BREZ,Fixed-wing,1P/S,Light,I,I,,29
BROU,Fixed-wing,1P/S,Light,I,I,,29
BS60,Fixed-wing,2T/S,Light,I,II,,29
BSTP,Helicopter,2T/S+,Medium,H,I,,29
BT36,Fixed-wing,1P/S,Light,I,I,3,29
BT7*,Fixed-wing,1J/S,Medium,I,III,,29
BTUB,Fixed-wing,1P/S,Light,I,I,,29
BU20,Fixed-wing,3P/S,Light,I,III,2,29
BU31,Fixed-wing,1P/S,Light,I,I,,29
BU33,Fixed-wing,1P/S,Light,I,I,,29
BU81,Fixed-wing,1P/S,Light,I,I,,30
BUC*,Fixed-wing,2J/L,Medium,G,III,,30
BUCA,@Fixed-wing,1P/S,Light,I,I,,30
BUSH,Fixed-wing,1P/S,Light,I,I,,30
BW60,Fixed-wing,1P/S,Light,I,I,,30
BW6T,Fixed-wing,1P/S,Light,I,I,,30
BX2,Fixed-wing,1P/S,Light,I,I,,30
C02T,Fixed-wing,2T/S,Light,I,II,6,30
C04T,Fixed-wing,2T/S,Light,I,II,4,30
C06T,Fixed-wing,1T/S,Light,I,I,2,30
C07T,Fixed-wing,1T/S,Light,I,I,2,30
C1,Fixed-wing,2J/L,Medium,F,III,,30
C101*,Fixed-wing,1J/S+,Light,I,III,,30
C10T,Fixed-wing,1T/S,Light,I,I,2,30
C119,Fixed-wing,2P/L,Medium,F,III,5,30
C120,Fixed-wing,1P/S,Light,I,I,1,30
C123,Fixed-wing,2P/L,Medium,F,III,,30
C130,Fixed-wing,4T/L,Medium,F,III,,31
C135,Fixed-wing,4J/H,Heavy,D,III,,31
C140,Fixed-wing,1P/S,Light,I,I,3,31
C14T,Fixed-wing,2T/S,Light,I,II,5,31
C15,Fixed-wing,4J/L,Medium,F,III,,31
C150,Fixed-wing,1P/S,Light,I,I,1,31
C152,Fixed-wing,1P/S,Light,I,I,1,31
C160,Fixed-wing,2T/L,Medium,F,III,,31
C162,Fixed-wing,1P/S,Light,I,I,2,31
C17,Fixed-wing,4J/H,Heavy,C,III,,31
C170,Fixed-wing,1P/S,Light,I,I,4,31
C172,Fixed-wing,1P/S,Light,I,I,1,32
C175,Fixed-wing,1P/S,Light,I,I,2,32
C177,Fixed-wing,1P/S,Light,I,I,2,32
C180,Fixed-wing,1P/S,Light,I,I,2,32
C182,Fixed-wing,1P/S,Light,I,I,2,32
C185,Fixed-wing,1P/S,Light,I,I,2,32
C188,Fixed-wing,1P/S,Light,I,I,1,32
C190,Fixed-wing,1P/S,Light,I,I,2,32
C195,Fixed-wing,1P/S,Light,I,I,2,32
C2,Fixed-wing,2T/L,Medium,G,III,,32
C205,Fixed-wing,1P/S,Light,I,I,3,32
C206,Fixed-wing,1P/S,Light,I,I,2,32
C207,Fixed-wing,1P/S,Light,I,I,2,33
C208,Fixed-wing,1T/S,Light,I,I,3,33
C210,Fixed-wing,1P/S,Light,I,I,2,33
C212,Fixed-wing,2T/S+,Medium,H,III,5,33
C21T,Fixed-wing,2T/S,Light,I,II,5,33
C22J,Fixed-wing,2J/S,Light,I,III,,33
C240,Fixed-wing,1P/S,Light,I,I,7,33
C25A,Fixed-wing,2J/S,Light,I,III,7,33
C25B,Fixed-wing,2J/S+,Light,I,III,7,33
C25C,Fixed-wing,2J/S+,Medium,H,III,7,33
C25M,Fixed-wing,2J/S,Light,I,III,6,33
C270,Fixed-wing,1P/S,Light,I,I,,33
C27J,Fixed-wing,2T/L,Medium,F,III,,33
C295,Fixed-wing,2T/L,Medium,G,III,,33
C303,Fixed-wing,2P/S,Light,I,II,2,33
C306,Fixed-wing,1P/S,Light,I,I,,33
C309,Fixed-wing,1P/S,Light,I,I,,33
C30J,Fixed-wing,4T/L,Medium,F,III,,33
C310,Fixed-wing,2P/S,Light,I,II,4,34
C311,Fixed-wing,1P/S,Light,I,I,,34
C320,Fixed-wing,2P/S,Light,I,II,5,34
C335,Fixed-wing,2P/S,Light,I,II,4,34
C336,Fixed-wing,2P/S,Light,I,II,3,34
C337,Fixed-wing,2P/S,Light,I,II,3,34
C340,Fixed-wing,2P/S,Light,I,II,4,34
C365,Fixed-wing,1T/S,Light,I,I,,34
C402,Fixed-wing,2P/S,Light,I,II,3,34
C404,Fixed-wing,2P/S,Light,I,II,5,34
